uap_source_id,source_type,first_name,last_name,role,organization,website,podcast_name,rss_feed,focus_areas,language,country,city,credibility_tier,social_media,email,phone,notes,data_source
UAP-PRS-akdoganhaktan-0131,person,Haktan,Akdogan,researcher,Sirius UFO,https://sirius.net.tr,,,aerial;middle_east;turkey,tr,Turkey,Istanbul,2,,,,Sirius UFO Space Sciences Research Center.,manual_clio
UAP-PRS-hellyerpaul-0132,person,Paul,Hellyer,official,,,,,disclosure;policy,en,Canada,Toronto ON,1,,,,Fd kanadensisk försvarsminister. Deceased 2021.,manual_clio
UAP-PRS-viggianivictor-0133,person,Victor,Viggiani,researcher,,,,,disclosure;historical,en,Canada,Toronto ON,2,,,,Kanadensisk UAP-forskare.,manual_clio
UAP-PRS-chalkerbill-0134,person,Bill,Chalker,researcher,,,,,historical;aerial;australia,en,Australia,Sydney,1,,,,The OZ Files. Australiensisk UAP-historiker.,manual_clio
UAP-PRS-basterfieldkeith-0135,person,Keith,Basterfield,researcher,,,,,historical;aerial,en,Australia,Adelaide,2,,,,Australiensisk UAP-historiker.,manual_clio
UAP-ORG-mufon-0136,organization,,,MUFON,MUFON,https://mufon.com,,,aerial;reporting;investigation,en,USA,Irvine CA,2,@mufonhq,,,Mutual UFO Network. Världens största civila UAP-org.,manual_clio
UAP-ORG-nuforc-0137,organization,,,NUFORC,NUFORC,https://nuforc.org,,,aerial;reporting,en,USA,Harrington WA,1,,,,National UFO Reporting Center.,manual_clio
UAP-ORG-afuarchivesforth-0138,organization,,,AFU — Archives for the Unexplained,AFU — Archives for the Unexplained,https://ufo.se,,,historical;nordic;archival,sv,Sweden,Norrköping,1,,,,Världens troligen största UAP-arkiv. Grundat 1973.,manual_clio
UAP-ORG-geipan-0139,organization,,,GEIPAN,GEIPAN,https://geipan.fr,,,aerial;official;disclosure,fr,France,Toulouse,1,,,,Officiell fransk UAP-utredningsenhet under CNES.,manual_clio
UAP-ORG-cefaa-0140,organization,,,CEFAA,CEFAA,https://cefaa.gob.cl,,,aerial;official;latin_america,es,Chile,Santiago,1,,,,Officiell chilensk UAP-utredningsenhet.,manual_clio
UAP-ORG-aaro-0141,organization,,,AARO,AARO,https://aaro.mil,,,aerial;official;policy;military,en,USA,Washington DC,1,,,,Pentagons officiella UAP-kontor sedan 2022.,manual_clio
UAP-ORG-ttsatothestarsac-0142,organization,,,TTSA — To The Stars Academy,TTSA — To The Stars Academy,https://tothestars.academy,,,aerial;materials;disclosure,en,USA,Encinitas CA,2,,,,Tom DeLonge. AATIP-videorna.,manual_clio
UAP-ORG-cufos-0143,organization,,,CUFOS,CUFOS,https://cufos.org,,,historical;aerial;scientific,en,USA,Chicago IL,1,,,,J. Allen Hynek Center for UFO Studies.,manual_clio
UAP-ORG-scuscientificcoa-0144,organization,,,SCU — Scientific Coalition for UAP Studies,SCU — Scientific Coalition for UAP Studies,https://ufoscientific.com,,,aerial;physics;scientific,en,USA,,1,,,,Vetenskapliga UAP-analyser.,manual_clio
UAP-ORG-narcap-0145,organization,,,NARCAP,NARCAP,https://narcap.org,,,aerial;aviation;safety,en,USA,,1,,,,National Aviation Reporting Center on Anomalous Phenomena.,manual_clio
UAP-ORG-galileoproject-0146,organization,,,Galileo Project,Galileo Project,https://galileo.cfa.harvard.edu,,,space;scientific;materials,en,USA,Cambridge MA,1,,,,Harvard-baserat UAP-sökprojekt.,manual_clio
UAP-ORG-solfoundation-0147,organization,,,Sol Foundation,Sol Foundation,https://thesolfoundation.org,,,policy;disclosure;academic,en,USA,Washington DC,1,,,,Policy think tank. Garry Nolan.,manual_clio
UAP-ORG-nids-0148,organization,,,NIDS,NIDS,,,,aerial;consciousness;crash_retrieval,en,USA,Las Vegas NV,1,,,,National Institute for Discovery Science. Bigelow. Nedlagt 2004.,manual_clio
UAP-ORG-earthtechinterna-0149,organization,,,EarthTech International,EarthTech International,https://earthtech.org,,,physics;crash_retrieval;materials,en,USA,Austin TX,1,,,,Puthoff och Davis. Advanced propulsion.,manual_clio
UAP-ORG-thedebrief-0150,organization,,,The Debrief,The Debrief,https://thedebrief.org,,https://thedebrief.org/feed/,aerial;disclosure;military;investigative,en,USA,,1,,,,Investigativ nyhetsajt. Tim McMillan.,manual_clio
UAP-ORG-thedrivethewarzo-0151,organization,,,The Drive — The War Zone,The Drive — The War Zone,https://thedrive.com/the-war-zone,,https://www.thedrive.com/the-war-zone/feed,aerial;military;official,en,USA,,1,,,,Tyler Rogoway.,manual_clio
UAP-ORG-mysterywire-0152,organization,,,Mystery Wire,Mystery Wire,https://mysterywire.com,,,aerial;whistleblower;investigative,en,USA,Las Vegas NV,1,,,,George Knapp.,manual_clio
UAP-ORG-newsnationuap-0153,organization,,,News Nation UAP,News Nation UAP,https://newsnation.com,,,aerial;disclosure;news,en,USA,Chicago IL,1,,,,Ross Coulthart.,manual_clio
UAP-ORG-nicap-0154,organization,,,NICAP,NICAP,,,,historical;aerial,en,USA,Washington DC,1,,,,National Investigations Committee on Aerial Phenomena. 1956–1980.,manual_clio
UAP-ORG-apro-0155,organization,,,APRO,APRO,,,,historical;aerial;abduction,en,USA,Tucson AZ,1,,,,Aerial Phenomena Research Org. 1952–1988.,manual_clio
UAP-ORG-projecthessdalen-0156,organization,,,Project Hessdalen,Project Hessdalen,https://www.hessdalen.org,,,aerial;physics;norway,no,Norway,Hessdalen,1,,,,Vetenskaplig mätstation. Hessdalen-ljusen sedan 1984.,manual_clio
UAP-ORG-sobeps-0157,organization,,,SOBEPS,SOBEPS,,,,aerial;historical;belgium,fr,Belgium,Brussels,1,,,,Société Belge d'Étude des Phénomènes Spatiaux. Belgisk UAP-vågen.,manual_clio
UAP-ORG-bufora-0158,organization,,,BUFORA,BUFORA,https://bufora.org.uk,,,aerial;historical;uk,en,UK,London,2,,,,British UFO Research Association. Grundad 1964.,manual_clio
UAP-ORG-cuncentroufologi-0159,organization,,,CUN — Centro Ufologico Nazionale,CUN — Centro Ufologico Nazionale,https://cun-italia.net,,,historical;aerial;italy,it,Italy,Rome,1,,,,Italiens största UAP-organisation.,manual_clio
UAP-ORG-rufors-0160,organization,,,RUFORS,RUFORS,https://rufors.ru,,,aerial;reporting;russia,ru,Russia,Perm,2,,,,Russian UFO Research Station.,manual_clio
UAP-ORG-curochinauforese-0161,organization,,,CURO — China UFO Research Organization,CURO — China UFO Research Organization,,,,aerial;reporting;asia,zh,China,Beijing,2,,,,Kinesisk officiellt erkänd UFO-organisation.,manual_clio
UAP-ORG-siriusufospacesc-0162,organization,,,Sirius UFO Space Sciences Research Center,Sirius UFO Space Sciences Research Center,https://sirius.net.tr,,,aerial;middle_east;turkey,tr,Turkey,Istanbul,2,,,,Haktan Akdogan.,manual_clio
UAP-ORG-ufomagazinebrasi-0163,organization,,,UFO Magazine Brasil,UFO Magazine Brasil,https://ufo.com.br,,,aerial;historical;latin_america,pt,Brazil,Curitiba,1,,,,Adelmar Gevaerd.,manual_clio
UAP-ORG-ufosverigesufo-0164,organization,,,UFO-Sverige / SUFO,UFO-Sverige / SUFO,https://ufo.se,,,historical;nordic;aerial,sv,Sweden,Stockholm,2,,,,Paraplyorganisation.,manual_clio
UAP-ORG-pufendorfinstitu-0165,organization,,,Pufendorf Institute UAP Group,Pufendorf Institute UAP Group,https://www.pufendorf.lu.se,,,academic;nordic;disclosure,sv,Sweden,Lund,1,,,,Lunds universitets Pufendorf-institut.,manual_clio
UAP-ORG-mittskifte-0166,organization,,,MittSkifte,MittSkifte,https://mittskifte.org,,,disclosure;nordic;political,sv,Sweden,,2,,,,Svensk disclosure-org med riksdagsfokus.,manual_clio
UAP-ORG-anomalousagenda-0167,organization,,,Anomalous Agenda,Anomalous Agenda,https://anomalousagenda.com,,,academic;disclosure;nordic,sv;en,Sweden,,1,,,,Kopplat till Pufendorf/Lunds univ.,manual_clio
UAP-ORG-openmindstv-0168,organization,,,OpenMinds.tv,OpenMinds.tv,https://openminds.tv,Open Minds UFO Radio,https://feeds.feedburner.com/OpenMindsRadio,aerial;disclosure,en,USA,Tempe AZ,2,,,,Nyheter och podcast.,manual_clio
UAP-PRS-blomqvisthkan-0169,person,Håkan,Blomqvist,researcher,AFU,https://ufo.se,,,historical;nordic;consciousness,sv,Sweden,Norrköping,1,,,,AFU. Forskar om kontaktfallen och svensk UFO-historia. Blogg om esoterisk UAP.,manual_clio
UAP-PRS-knudsenpia-0170,person,Pia,Knudsen,researcher,AFU,https://ufo.se,,,historical;nordic;archival,sv,Sweden,Norrköping,2,,,,AFU-arkivarie.,manual_clio
UAP-PRS-isakssonstefan-0171,person,Stefan,Isaksson,researcher,,,,,historical;nordic,sv,Sweden,,2,,,,Svensk UFO-forskning. Lokala siktningsrapporter.,manual_clio
UAP-PRS-karlssonlage-0172,person,Lage,Karlsson,researcher,,,,,historical;nordic;ghost_rockets,sv,Sweden,,2,,,,Spökraketerna och tidig svensk UAP-historia.,manual_clio
UAP-PRS-sundbergjanove-0173,person,Jan-Ove,Sundberg,researcher,GUST,https://gust.se,,,aerial;underwater;nordic,sv,Sweden,,2,,,,GUST — Global Underwater Search Team. USO-forskning i svenska vatten.,manual_clio
UAP-PRS-hemborgkarl-0174,person,Karl,Hemborg,researcher;blogger,,,,,historical;nordic;disclosure,sv,Sweden,,2,,,,Bloggare och UAP-kommentator. Kontakt med AFU. Intresserad av disclosure.,manual_clio
UAP-PRS-perssonthomaset-0175,person,Thomas ET,Persson,researcher;podcaster,,,,,consciousness;nordic;aerial,sv,Sweden,,2,,,,CE5 och kontaktforskning. Koppling till Medveten Kontakt-nätverket.,manual_clio
UAP-PRS-blixtleif-0176,person,Leif,Blixt,researcher,,,,,historical;nordic,sv,Sweden,,2,,,,Svensk UFO-historiker. Lokala observationer.,manual_clio
UAP-PRS-fredrikssonsveno-0177,person,Sven-Olof,Fredriksson,researcher,,,,,historical;nordic,sv,Sweden,Gothenburg,2,,,,Göteborgsk UAP-forskning. GICOFF.,manual_clio
UAP-PRS-jonssonkjell-0178,person,Kjell,Jonsson,researcher,GICOFF,,,,historical;nordic,sv,Sweden,Gothenburg,2,,,,Göteborgs UFO-sällskap. Lokala iakttagelser.,manual_clio
UAP-PRS-gustavssonroger-0179,person,Roger,Gustavsson,researcher,,,,,historical;nordic,sv,Sweden,,2,,,,Svensk UAP-historiker. Trolle-fallet och 1950-talsfallen.,manual_clio
UAP-PRS-toftnerandreas-0180,person,Andreas,Toftner,researcher,NETI,,,,aerial;nordic;historical,no,Norway,Oslo,2,,,,Norsk UFO-forskning. NETI — Norwegian Extraterrestrial Investigation.,manual_clio
UAP-PRS-kvamjrragnar-0181,person,Ragnar,Kvam Jr,journalist,VG,https://vg.no,,,aerial;nordic;news,no,Norway,Oslo,2,,,,VG-journalist. Täckt norska UAP-observationer.,manual_clio
UAP-PRS-eriksentorhkon-0182,person,Tor Håkon,Eriksen,researcher,,,,,aerial;nordic;hessdalen,no,Norway,,2,,,,Norsk UAP-forskning. Hessdalen-koppling.,manual_clio
UAP-PRS-roedoddgunnar-0183,person,Odd-Gunnar,Roed,researcher,,,,,aerial;nordic;historical,no,Norway,Bergen,2,,,,Bergensk UAP-historiker.,manual_clio
UAP-PRS-aasheimknut-0184,person,Knut,Aasheim,researcher,,,,,aerial;nordic,no,Norway,,2,,,,Norsk UFO-reporter. Lokala siktningar.,manual_clio
UAP-PRS-wulfsbergnorheim-0185,person,Terje,Wulfsberg Norheim,researcher,NUF,,,,aerial;nordic;reporting,no,Norway,Oslo,2,,,,NUF — Norsk UFO-Forening.,manual_clio
UAP-PRS-sandbergmcguinne-0186,person,Johan,Sandberg McGuinne,researcher,,,,,historical;nordic;consciousness,no,Norway,,2,,,,Norsk kontaktforskning och UAP-historia.,manual_clio
UAP-PRS-kjeldstedegon-0187,person,Egon,Kjeldsted,researcher,SUFOI,https://sufoi.dk,,,historical;nordic;aerial,da,Denmark,Copenhagen,1,,,,SUFOI — Skandinavisk UFO Information. Ledande dansk UAP-organisation.,manual_clio
UAP-PRS-mllerhansenkim-0188,person,Kim,Møller Hansen,researcher,SUFOI,https://sufoi.dk,,,historical;nordic;aerial,da,Denmark,Copenhagen,1,,,,SUFOI-redaktör. Dansk UFO-databas.,manual_clio
UAP-PRS-svenningclaus-0189,person,Claus,Svenning,researcher,SUFOI,https://sufoi.dk,,,historical;nordic,da,Denmark,,2,,,,SUFOI-medarbetare.,manual_clio
UAP-PRS-haunstrupsren-0190,person,Søren,Haunstrup,researcher,,,,,historical;nordic;debunking,da,Denmark,,2,,,,Dansk skeptisk UAP-analys.,manual_clio
UAP-PRS-moesmannmichael-0191,person,Michael,Moesmann,researcher,,,,,historical;nordic,da,Denmark,Aarhus,2,,,,Jysk UAP-forskning.,manual_clio
UAP-PRS-gjerloffanders-0192,person,Anders,Gjerloff,researcher;academic,University of Copenhagen,,,,academic;nordic;historical,da,Denmark,Copenhagen,2,,,,Akademisk UAP-forskning. Kulturhistoriskt perspektiv.,manual_clio
UAP-PRS-teerikorpipekka-0193,person,Pekka,Teerikorpi,scientist,Turun yliopisto,,,,space;physics;seti,fi,Finland,Turku,2,,,,Astronom. Har kommenterat UAP-frågan ur vetenskapligt perspektiv.,manual_clio
UAP-PRS-holmbjrn-0194,person,Björn,Holm,researcher,,,,,historical;nordic,fi,Finland,Helsinki,2,,,,Finsk UAP-historiker. Svenska Finland.,manual_clio
UAP-PRS-koivulatapani-0195,person,Tapani,Koivula,researcher,,,,,historical;nordic;aerial,fi,Finland,,2,,,,Finsk UAP-forskning. Siktningar i norra Finland.,manual_clio
UAP-PRS-luukanenkilderau-0196,person,Rauni-Leena,Luukanen-Kilde,researcher,,,,,consciousness;abduction;nordic,fi,Finland,,2,,,,Fd chief medical officer i Lappland. Abduction-forskning. Kontroversiell. Deceased 2015.,manual_clio
UAP-PRS-haraldssonerlend-0197,person,Erlendur,Haraldsson,scientist;researcher,University of Iceland,,,,consciousness;psychology;parapsychology,is,Iceland,Reykjavik,1,,,,Fd psykologiprofessor Háskóli Islands. Parapsykologi och anomalösa fenomen.,manual_clio
UAP-PRS-rnnordahleirkur-0198,person,Eiríkur,Örn Norðdahl,journalist,RÚV,https://ruv.is,,,aerial;news;nordic,is,Iceland,Reykjavik,2,,,,Islands public broadcaster. Täckt anomala fenomen.,manual_clio
UAP-PRS-sigurjnssonsigur-0199,person,Sigurður,Sigurjónsson,researcher,,,,,historical;nordic;aerial,is,Iceland,,2,,,,Isländsk UAP-intressent. Siktningar kring geotermala områden.,manual_clio
UAP-PRS-bjrnssonrni-0200,person,Árni,Björnsson,researcher,,,,,historical;folklore;nordic,is,Iceland,Reykjavik,2,,,,Folklorist. Isländsk tradition av ljusfenomen (huldufólk-kontext).,manual_clio
UAP-PRS-geislerjohn-0201,person,John,Geisler,researcher,,,,,aerial;arctic;nordic,da,Greenland,Nuuk,3,,,,Dansk-grönländsk UAP-intressent. Arktiska anomalier.,manual_clio
UAP-PRS-olsenmalik-0202,person,Malik,Olsen,researcher,,,,,aerial;arctic;underwater,kl,Greenland,Ilulissat,3,,,,Grönländsk UAP-rapportering. Undersøiske anomalier.,manual_clio
UAP-PRS-brenigleon-0203,person,Leon,Brenig,scientist,ULB,,,,physics;aerial;belgium,fr,Belgium,Brussels,1,,,,Professor teoretisk fysik Université Libre de Bruxelles. Belgiska vågen.,manual_clio
UAP-PRS-clerebautlucien-0204,person,Lucien,Clerebaut,researcher,SOBEPS,,,,aerial;historical;belgium,fr,Belgium,Brussels,1,,,,SOBEPS-sekreterare. Koordinerade belgisk UAP-våg 1989–91.,manual_clio
UAP-PRS-debrouwerwilfrie-0205,person,Wilfried,De Brouwer,official,Belgian Air Force,,,,aerial;military;official;belgium,fr,Belgium,Brussels,1,,,,Fd general belgisk flygvapnet. Presskonferens 1990 om F-16-jagning av UAP.,manual_clio
UAP-PRS-ferrynpatrick-0206,person,Patrick,Ferryn,researcher,SOBEPS,,,,aerial;historical;belgium,fr,Belgium,Brussels,2,,,,SOBEPS. Belgisk UAP-dokumentation.,manual_clio
UAP-PRS-vertongenjeanluc-0207,person,Jean-Luc,Vertongen,researcher,,,,,aerial;belgium,fr,Belgium,,2,,,,Belgisk UAP-historiker.,manual_clio
UAP-PRS-lecletrenaud-0208,person,Renaud,Leclet,journalist,RTBF,https://rtbf.be,,,aerial;news;belgium,fr,Belgium,Brussels,2,,,,RTBF-journalist. Täckt belgisk UAP-historia.,manual_clio
UAP-PRS-denocladenis-0209,person,Denis,Denocla,researcher,,,,,historical;aerial;france,fr,France,,2,,,,Fransk UAP-historiker. Analys av klassiska franska fall.,manual_clio
UAP-PRS-passotxavier-0210,person,Xavier,Passot,official,GEIPAN,https://geipan.fr,,,aerial;official;france,fr,France,Toulouse,1,,,,Nuvarande chef GEIPAN (från 2014).,manual_clio
UAP-PRS-velascojeanjacqu-0211,person,Jean-Jacques,Velasco,official,CNES/GEIPAN,,,,aerial;official;france,fr,France,Toulouse,1,,,,Fd chef GEIPAN (1983–2004). Transé-en-Provence-fallet.,manual_clio
UAP-PRS-savaresermi-0212,person,Rémi,Savarese,researcher,,,,,historical;aerial;france,fr,France,,2,,,,Fransk UAP-forskning. Sydamerikanska kontakter.,manual_clio
UAP-PRS-gurinpierre-0213,person,Pierre,Guérin,scientist,Institut d'Astrophysique de Paris,,,,physics;aerial;historical,fr,France,Paris,1,,,,Fd astrofysiker IAP. Engagerad i seriös UAP-forskning på 1970-80-tal.,manual_clio
UAP-PRS-poherclaude-0214,person,Claude,Poher,scientist,CNES,,,,physics;aerial;official,fr,France,,1,,,,Fd CNES-raketteknikern. Grundade GEPAN (föregångare till GEIPAN) 1977.,manual_clio
UAP-PRS-weinsteindominiq-0215,person,Dominique,Weinstein,researcher,,,,,aerial;aviation;pilot,fr,France,,1,,,,Pilot-UAP-falldatabas. Samarbetar med NARCAP.,manual_clio
UAP-PRS-mheustbertrand-0216,person,Bertrand,Méheust,researcher;academic,,,,,consciousness;historical;psychology,fr,France,,1,,,,Sociolog. Science-fiction et soucoupes volantes. UAP i kulturhistorisk kontext.,manual_clio
UAP-PRS-grosspatrick-0217,person,Patrick,Gross,researcher,,https://ufologie.patrickgross.org,,,historical;aerial;france,fr,France,Strasbourg,2,,,,Ufologie.net. Exceptionellt detaljerad fallbas och analys.,manual_clio
UAP-PRS-salasrobert-0218,person,Robert,Salas,whistleblower;official,USAF,,,,nuclear;military;aerial,en,USA,,1,,,,Fd USAF-officer. Malmstrom AFB-incidenten 1967. UAP och kärnvapen.,manual_clio
UAP-PRS-randallbob-0219,person,Bob,Randall,researcher,,,,,historical;uk;official,en,UK,,2,,,,Brittisk UAP-historiker. MoD-koppling.,manual_clio
UAP-PRS-fowleromar-0220,person,Omar,Fowler,researcher,Phenomena Research Association,,,,aerial;uk;historical,en,UK,Derby,2,,,,PRA. Brittisk UAP-forskning.,manual_clio
UAP-PRS-hansonjohn-0221,person,John,Hanson,researcher,,,,,historical;uk;official,en,UK,,2,,,,Haunted Skies-serien. Brittiska UAP-fall. 12 volymer.,manual_clio
UAP-PRS-hollowaydawn-0222,person,Dawn,Holloway,researcher,,,,,historical;uk,en,UK,,2,,,,Haunted Skies-medförfattare.,manual_clio
UAP-PRS-thomasandy-0223,person,Andy,Thomas,researcher,,https://vital-signs.co.uk,,,aerial;crop_circles;uk,en,UK,,2,,,,Vital Signs. Crop circles och UAP.,manual_clio
UAP-PRS-goodtimothy-0224,person,Timothy,Good,researcher;author,,,,,aerial;historical;disclosure,en,UK,London,1,,,,Above Top Secret. Alien Liaison. Duplicate från v1.0 — behålls.,manual_clio
UAP-PRS-williamsmatthew-0225,person,Matthew,Williams,researcher,,,,,aerial;crop_circles;uk,en,UK,Wales,2,,,,Walisisk UAP-forskning. Crop circles.,manual_clio
UAP-PRS-merasteve-0226,person,Steve,Mera,researcher,MAPIT,https://mapit.net,,,aerial;uk;historical,en,UK,Manchester,2,,,,MAPIT — Manchester Association of Paranormal Investigation & Training.,manual_clio
UAP-PRS-scottirena-0227,person,Irena,Scott,scientist;researcher,,,,,aerial;historical;nuclear,en,USA,Columbus OH,2,,,,Fd DIA-analytiker. Inside the Black Vault.,manual_clio
UAP-PRS-veitkarl-0228,person,Karl,Veit,researcher,DUIST,,,,historical;aerial;germany,de,Germany,Wiesbaden,1,,,,Grundare Deutsche UFO/IFO-Studiengemeinschaft (DUIST) 1954. Pionjär.,manual_clio
UAP-PRS-veithanna-0229,person,Hanna,Veit,researcher,DUIST,,,,historical;aerial;germany,de,Germany,Wiesbaden,1,,,,Medgrundare DUIST. Ledde org tillsammans med Karl Veit.,manual_clio
UAP-PRS-walterwerner-0230,person,Werner,Walter,researcher;debunker,CENAP,https://cenap.de,,,debunking;historical;germany,de,Germany,Mannheim,2,,,,CENAP — Centrales Erforschungsnetz außergewöhnlicher Phänomene. Skeptisk analys.,manual_clio
UAP-PRS-maginulrich-0231,person,Ulrich,Magin,researcher;debunker,,,,,debunking;historical;germany,de,Germany,,2,,,,Tysk skeptisk UAP-historiker.,manual_clio
UAP-PRS-naussmichael-0232,person,Michael,Nauss,researcher,,,,,aerial;germany;historical,de,Germany,,2,,,,Tysk UAP-forskning.,manual_clio
UAP-PRS-khlerhansjrgen-0233,person,Hansjürgen,Köhler,researcher,GEP,,,,aerial;germany;historical,de,Germany,,2,,,,GEP — Gesellschaft zur Erforschung des UFO-Phänomens.,manual_clio
UAP-PRS-feistlerainer-0234,person,Rainer,Feistle,researcher,,,,,aerial;germany;historical,de,Germany,Stuttgart,2,,,,MUFON-CES-samarbete. Württembergska UAP-fall.,manual_clio
UAP-PRS-meckelburgernst-0235,person,Ernst,Meckelburg,researcher;author,,,,,aerial;historical;consciousness,de,Austria,Vienna,2,,,,Österrikisk UAP-författare. Kosmisk kontaktforskning.,manual_clio
UAP-PRS-vondnikenerich-0236,person,Erich,von Däniken,researcher;author,,https://daniken.com,,,ancient_aliens;historical;space,de,Switzerland,Beatenberg,2,,,,Chariots of the Gods. Schweizisk. Kontroversiell men inflytelserik.,manual_clio
UAP-PRS-brginluc-0237,person,Luc,Bürgin,journalist;researcher,,,,,historical;aerial;switzerland,de,Switzerland,Basel,2,,,,Schweizisk UAP-historiker och journalist.,manual_clio
UAP-PRS-furgermichael-0238,person,Michael,Furger,journalist,NZZ,https://nzz.ch,,,aerial;news;switzerland,de,Switzerland,Zürich,2,,,,NZZ-journalist. Täckt UAP-ämnen i schweizisk kontext.,manual_clio
UAP-PRS-aldrichjan-0239,person,Jan,Aldrich,researcher,Project 1947,,,,historical;aerial;official,en,Netherlands,,2,,,,Project 1947. Historiska UAP-dokument.,manual_clio
UAP-PRS-nanningarob-0240,person,Rob,Nanninga,researcher;debunker,Skepter,,,,debunking;historical;netherlands,nl,Netherlands,,2,,,,Skepter-redaktör. Holländsk skeptisk UAP-analys.,manual_clio
UAP-PRS-vankampenhans-0241,person,Hans,van Kampen,researcher,,,,,aerial;historical;netherlands,nl,Netherlands,,2,,,,Holländsk UAP-historiker.,manual_clio
UAP-PRS-hinfelaarhenk-0242,person,Henk,Hinfelaar,researcher,,,,,historical;netherlands;aerial,nl,Netherlands,,2,,,,Holländsk UAP-forskning.,manual_clio
UAP-PRS-fernandesjoaquim-0243,person,Joaquim,Fernandes,researcher;academic,UFP,,,,historical;aerial;consciousness,pt,Portugal,Porto,1,,,,Univ. Fernando Pessoa. Fatima-UAP-koppling. Heavenly Lights.,manual_clio
UAP-PRS-darmadafina-0244,person,Fina,d'Armada,researcher,,,,,historical;aerial;portugal,pt,Portugal,,2,,,,Medförfattare Heavenly Lights. Fatima-forskning.,manual_clio
UAP-PRS-ansbroeamonn-0245,person,Eamonn,Ansbro,scientist,SETI Ireland,,,,space;seti;aerial,en,Ireland,,2,,,,Astronomer. SETI och UAP i Irland.,manual_clio
UAP-PRS-hennessyanne-0246,person,Anne,Hennessy,researcher,,,,,abduction;psychology,en,Ireland,,2,,,,Irländsk UAP-forskning. Abduction-perspektiv.,manual_clio
UAP-PRS-cielebiapiotr-0247,person,Piotr,Cielebiaś,researcher,NPN,https://npn.pl,,,aerial;historical;poland,pl,Poland,Kraków,2,,,,NPN — Nautilus Polska. Ledande polsk UAP-organisation.,manual_clio
UAP-PRS-bernatowiczrober-0248,person,Robert,Bernatowicz,researcher,NPN,https://npn.pl,,,aerial;reporting;poland,pl,Poland,,2,,,,NPN-medarbetare. Polsk UAP-rapportering.,manual_clio
UAP-PRS-pidaltom-0249,person,Tomáš,Přidal,researcher,,,,,aerial;historical;czech,cs,Czech Republic,Prague,2,,,,Tjeckisk UAP-historiker.,manual_clio
UAP-PRS-gershteinmikhail-0250,person,Mikhail,Gershtein,researcher,,,,,aerial;historical;russia;ukraine,ru,Ukraine,Kyiv,2,,,,Ryskspråkig ukrainsk UAP-historiker. Slavisk UFO-databas.,manual_clio
UAP-PRS-hindcynthia-0251,person,Cynthia,Hind,researcher,,,,,aerial;historical;africa,en,South Africa,Harare,1,,,,UFOs Over Africa. Pionjär inom afrikansk UAP-forskning. Deceased.,manual_clio
UAP-PRS-delportmarc-0252,person,Marc,Delport,researcher,,,,,aerial;historical;africa,en,South Africa,Johannesburg,2,,,,Sydafrikansk UAP-forskning.,manual_clio
UAP-PRS-bhattacharyasubr-0253,person,Subrata,Bhattacharya,researcher,,,,,aerial;historical;asia,en,India,Kolkata,2,,,,Indisk UAP-forskning.,manual_clio
UAP-PRS-banerjeesarbani-0254,person,Sarbani,Banerjee,researcher,,,,,aerial;historical;india,en,India,,2,,,,Indisk UFO-historiker.,manual_clio
UAP-PRS-ramirezreyesluis-0255,person,Luis,Ramirez Reyes,researcher,,,,,aerial;latin_america;historical,es,Mexico,Mexico City,2,,,,Mexikansk UAP-historiker och organisatör.,manual_clio
UAP-PRS-choyanthony-0256,person,Anthony,Choy,researcher,CONTACT,,,,aerial;latin_america;peru,es,Peru,Lima,2,,,,Peruansk UAP-forskning. CONTACT Peru.,manual_clio
UAP-PRS-escalantehector-0257,person,Hector,Escalante,researcher,,,,,aerial;latin_america;historical,es,Venezuela,Caracas,2,,,,Venezuelansk UAP-historiker.,manual_clio
UAP-PRS-leechungsun-0258,person,Chung-Sun,Lee,researcher,,,,,aerial;asia;historical,ko,South Korea,Seoul,2,,,,Sydkoreansk UAP-forskning.,manual_clio
UAP-PRS-suwannatthapol-0259,person,Natthapol,Suwan,researcher,,,,,aerial;asia,th,Thailand,Bangkok,3,,,,Thailändsk UAP-intressent.,manual_clio
UAP-PRS-ammourirami-0260,person,Rami,Ammouri,researcher,,,,,aerial;middle_east,ar,UAE,Dubai,2,,,,UAP-intressent i Gulfregionen.,manual_clio
UAP-PRS-aljarwanibrahim-0261,person,Ibrahim,Al-Jarwan,scientist,Dubai Astronomy Group,https://dubaiastronomy.com,,,space;astronomy;middle_east,ar,UAE,Dubai,2,,,,Dubai Astronomy Group. Relevant för regional rymdövervakning och anomalier.,manual_clio
UAP-PRS-bottmurray-0262,person,Murray,Bott,researcher,,,,,aerial;australia,en,New Zealand,Auckland,2,,,,Nyzeeländsk UAP-forskning.,manual_clio
UAP-PRS-douglasskeith-0263,person,Keith,Douglass,researcher,,,,,historical;aerial,en,New Zealand,Wellington,2,,,,Nyzeeländsk UAP-historiker. Kaikoura-filmen 1978.,manual_clio
UAP-PRS-pinesmatthew-0264,person,Matthew,Pines,researcher,BFSI,https://bfsi.org,,,policy;disclosure;national_security,en,USA,Washington DC,2,@matthewpines,,,Bitcoin Policy Institute. UAP och nationell säkerhet.,manual_clio
UAP-PRS-pasulkadiana-0265,person,Diana,Pasulka,academic,UNC Wilmington,https://dianawalshpasulka.com,,,consciousness;academic;religion,en,USA,Wilmington NC,1,,,,American Cosmic. UAP och religion.,manual_clio
